Sampling_date,Waterbody,AMP_ID,Common_Name,Species_Name,Length_cm,Sampling_Notes,DNA_concentration_ng/?l,Extracted_by,Extraction_date_YYMMDD,Extraction_notes,DNA_concentration_2nd_nanodrop,DNA_concentration_2nd_extraction_ng/?l ,Extracted_by,Extraction_date_DDMMYY,DNA_concentration_3rd_extraction_ng/ul ,Extracted_by,Extraction_date_DDMMYY,Notes,Final_extraction_concentration,Final_extraction_by
26-Jul,Humber_River,AMP22_0608,Creek_Chub,Semotilus atromaculatus,10.9,,87.66,Amy,2022-09-28,,47.76,,,,,,,,47.76,Amy
26-Jul,Humber_River,AMP22_0609,Creek_Chub,Semotilus atromaculatus,8.3,,88.04,Amy,2022-09-28,,67.34,,,,,,,,67.34,Amy
26-Jul,Humber_River,AMP22_0610,Creek_Chub,Semotilus atromaculatus,9.4,,48.29,Amy,2022-09-28,,48.36,,,,,,,,48.36,Amy
26-Jul,Humber_River,AMP22_0611,Common_Shiner,Luxilus cornutus,12.2,In bag,27.21,Amy,2022-09-28,,25.8,,,,,,,,25.8,Amy
26-Jul,Humber_River,AMP22_0612,Creek_Chub,Semotilus atromaculatus,10.7,,23.84,Amy,2022-09-28,,21.59,151.9,Amy,2022-12-01,,,,,151.9,Amy
26-Jul,Humber_River,AMP22_0613,Common_Shiner,Luxilus cornutus,6.2,,11.51,Amy,2022-09-28,,11.77,117.5,Amy,2022-12-01,,,,,117.5,Amy
26-Jul,Humber_River,AMP22_0614,Common_Shiner,Luxilus cornutus,6.2,,13.58,Amy,2022-09-28,,8.145,95.19,Amy,2022-12-01,87.89,Amy,2022-12-12,,87.89,Amy
26-Jul,Humber_River,AMP22_0615,Creek_Chub,Semotilus atromaculatus,7.9,,18.79,Amy,2022-09-28,,15.1,123.9,Amy,2022-12-01,,,,,123.9,Amy
26-Jul,Humber_River,AMP22_0616,Creek_Chub,Semotilus atromaculatus,2.9,,14.62,Amy,2022-09-28,,18.41,,,,138.6,Amy,2022-12-12,,138.6,Amy
26-Jul,Humber_River,AMP22_0617,Creek_Chub,Semotilus atromaculatus,9.1,,18.28,Amy,2022-09-28,,21.18,,,,,,,,21.18,Amy
26-Jul,Humber_River,AMP22_0618,Creek_Chub,Semotilus atromaculatus,8.4,,36.21,Amy,2022-09-29,,36.17,,,,,,,,36.17,Amy
26-Jul,Humber_River,AMP22_0619,Creek_Chub,Semotilus atromaculatus,9.6,,23.88,Amy,2022-09-29,,26.13,,,,,,,,26.13,Amy
26-Jul,Humber_River,AMP22_0620,Creek_Chub,Semotilus atromaculatus,6.6,,30.41,Amy,2022-09-29,,35.94,,,,,,,,35.94,Amy
26-Jul,Humber_River,AMP22_0621,Creek_Chub,Semotilus atromaculatus,8.2,,60,Amy,2022-09-29,,63.3,,,,,,,,63.3,Amy
26-Jul,Humber_River,AMP22_0622,Creek_Chub,Semotilus atromaculatus,9.6,,72,Amy,2022-09-29,,75.36,,,,,,,,75.36,Amy
26-Jul,Humber_River,AMP22_0623,Creek_Chub,Semotilus atromaculatus,6.6,,61.08,Amy,2022-09-29,,60.19,,,,,,,,60.19,Amy
26-Jul,Humber_River,AMP22_0624,Creek_Chub,Semotilus atromaculatus,10.7,,94.39,Amy,2022-09-29,,96.51,,,,,,,,96.51,Amy
26-Jul,Humber_River,AMP22_0625,Creek_Chub,Semotilus atromaculatus,6.6,,28.25,Amy,2022-09-29,,29.4,,,,,,,,29.4,Amy
26-Jul,Humber_River,AMP22_0626,Creek_Chub,Semotilus atromaculatus,6.8,,26.13,Amy,2022-09-29,,30.52,,,,,,,,30.52,Amy
26-Jul,Humber_River,AMP22_0627,Creek_Chub,Semotilus atromaculatus,8.2,,84.14,Amy,2022-09-29,,87.16,,,,,,,,87.16,Amy
26-Jul,Humber_River,AMP22_0628,Creek_Chub,Semotilus atromaculatus,8.2,,41.68,Amy,2022-09-29,,46.25,,,,,,,,46.25,Amy
26-Jul,Humber_River,AMP22_0629,Rosyface_Shiner,Notropis rubellus,8.3,,8.02,Amy,2022-09-29,,7.796,,,,148.5,Amy,2022-12-12,,148.5,Amy
26-Jul,Humber_River,AMP22_0630,Rosyface_Shiner,Notropis rubellus,7.8,,28.22,Amy,2022-09-29,,29.93,,,,,,,,29.93,Amy
26-Jul,Humber_River,AMP22_0631,Western_Blacknose_Dace,Rhinichthys obtusus,5.4,,56.98,Amy,2022-09-29,,58.64,,,,,,,,58.64,Amy
26-Jul,Humber_River,AMP22_0632,Western_Blacknose_Dace,Rhinichthys obtusus,5.7,,25.07,Amy,2022-09-29,,26.58,,,,,,,,26.58,Amy
26-Jul,Humber_River,AMP22_0633,Western_Blacknose_Dace,Rhinichthys obtusus,5.8,,20.33,Amy,2022-09-29,,21.63,,,,,,,,21.63,Amy
26-Jul,Humber_River,AMP22_0634,Western_Blacknose_Dace,Rhinichthys obtusus,5.5,,56.78,Amy,2022-09-29,,59.12,,,,,,,,59.12,Amy
26-Jul,Humber_River,AMP22_0635,Western_Blacknose_Dace,Rhinichthys obtusus,6.3,,37.57,Amy,2022-09-29,,39.75,,,,,,,,39.75,Amy
26-Jul,Humber_River,AMP22_0636,Western_Blacknose_Dace,Rhinichthys obtusus,8.2,,100.2,Amy,2022-09-29,,106.2,,,,,,,,106.2,Amy
26-Jul,Humber_River,AMP22_0637,Western_Blacknose_Dace,Rhinichthys obtusus,4.8,,42.6,Amy,2022-09-29,,44.35,,,,,,,,44.35,Amy
26-Jul,Humber_River,AMP22_0638,Western_Blacknose_Dace,Rhinichthys obtusus,5.1,,49.24,Amy,2022-09-29,,51.46,,,,,,,,51.46,Amy
26-Jul,Humber_River,AMP22_0639,Western_Blacknose_Dace,Rhinichthys obtusus,7.4,,52.11,Amy,2022-09-29,,49.07,,,,,,,,49.07,Amy
26-Jul,Humber_River,AMP22_0640,Longnose_Dace,Rhinichthys cataractae,6.6,,58.93,Amy,2022-09-29,,59.42,,,,,,,,59.42,Amy
26-Jul,Humber_River,AMP22_0641,Western_Blacknose_Dace,Rhinichthys obtusus,7.9,,52.06,Amy,2022-09-29,,53.7,,,,,,,,53.7,Amy
26-Jul,Humber_River,AMP22_0642,Western_Blacknose_Dace,Rhinichthys obtusus,7.5,,42.5,Amy,2022-09-29,,46.34,,,,,,,,46.34,Amy
26-Jul,Humber_River,AMP22_0643,Western_Blacknose_Dace,Rhinichthys obtusus,7.8,,61.92,Amy,2022-09-29,,63.78,,,,,,,,63.78,Amy
26-Jul,Humber_River,AMP22_0644,Western_Blacknose_Dace,Rhinichthys obtusus,5.5,,46.99,Amy,2022-09-29,,53.58,,,,,,,,53.58,Amy
26-Jul,Humber_River,AMP22_0645,Western_Blacknose_Dace,Rhinichthys obtusus,7.4,,46.82,Amy,2022-09-29,,48.78,,,,,,,,48.78,Amy
26-Jul,Humber_River,AMP22_0646,Western_Blacknose_Dace,Rhinichthys obtusus,8.2,,44.94,Amy,2022-09-29,,50.34,,,,,,,,50.34,Amy
26-Jul,Humber_River,AMP22_0647,Western_Blacknose_Dace,Rhinichthys obtusus,8.4,,72.38,Amy,2022-09-29,,81.46,,,,,,,,81.46,Amy
26-Jul,Humber_River,AMP22_0648,Western_Blacknose_Dace,Rhinichthys obtusus,7.8,,61.32,Amy,2022-09-29,,63.17,,,,,,,,63.17,Amy
26-Jul,Humber_River,AMP22_0649,Western_Blacknose_Dace,Rhinichthys obtusus,6,,24.84,Amy,2022-09-29,,28.23,,,,79.19,Amy,2022-12-12,,79.19,Amy
26-Jul,Humber_River,AMP22_0650,Western_Blacknose_Dace,Rhinichthys obtusus,8.1,,100.9,Amy,2022-09-29,,108.5,,,,,,,,108.5,Amy
26-Jul,Humber_River,AMP22_0651,Western_Blacknose_Dace,Rhinichthys obtusus,7.4,,77.05,Amy,2022-09-29,,35.3,,,,,,,,35.3,Amy
26-Jul,Humber_River,AMP22_0652,Western_Blacknose_Dace,Rhinichthys obtusus,8.4,,44.19,Amy,2022-09-29,,49.22,,,,,,,,49.22,Amy
26-Jul,Humber_River,AMP22_0653,Western_Blacknose_Dace,Rhinichthys obtusus,8.2,,54.49,Amy,2022-09-29,,57.95,,,,,,,,57.95,Amy
26-Jul,Humber_River,AMP22_0654,Western_Blacknose_Dace,Rhinichthys obtusus,8.1,,56.78,Amy,2022-09-29,,56.23,,,,,,,,56.23,Amy
26-Jul,Humber_River,AMP22_0655,Western_Blacknose_Dace,Rhinichthys obtusus,7.3,,56.99,Amy,2022-09-29,,57.39,,,,,,,,57.39,Amy
26-Jul,Humber_River,AMP22_0656,Western_Blacknose_Dace,Rhinichthys obtusus,5.5,,26.48,Amy,2022-09-29,,25.08,,,,,,,,25.08,Amy
26-Jul,Humber_River,AMP22_0657,Western_Blacknose_Dace,Rhinichthys obtusus,8.4,,62.67,Amy,2022-09-29,,65.55,,,,,,,,65.55,Amy
26-Jul,Humber_River,AMP22_0658,Western_Blacknose_Dace,Rhinichthys obtusus,7.9,,101.1,Amy,2022-09-29,,103.5,,,,,,,,103.5,Amy
26-Jul,Humber_River,AMP22_0659,River_Chub,Nocomis micropogon,7.5,,37.89,Amy,2022-09-29,,39.39,,,,,,,,39.39,Amy
26-Jul,Humber_River,AMP22_0660,River_Chub,Nocomis micropogon,7.7,,37.89,Amy,2022-09-29,,39.91,,,,,,,,39.91,Amy
26-Jul,Humber_River,AMP22_0661,River_Chub,Nocomis micropogon,8.6,,80.93,Amy,2022-09-29,,83.8,,,,,,,,83.8,Amy
26-Jul,Humber_River,AMP22_0662,River_Chub,Nocomis micropogon,8.1,,34.47,Amy,2022-09-29,,37.92,,,,,,,,37.92,Amy
26-Jul,Humber_River,AMP22_0663,River_Chub,Nocomis micropogon,7.6,,28.19,Amy,2022-09-29,,30.3,,,,,,,,30.3,Amy
26-Jul,Humber_River,AMP22_0664,River_Chub,Nocomis micropogon,7.5,,47.19,Amy,2022-09-29,,49.01,,,,,,,,49.01,Amy
26-Jul,Humber_River,AMP22_0665,River_Chub,Nocomis micropogon,7.6,Check photo,77.69,Amy,2022-09-29,,81.64,,,,,,,,81.64,Amy
26-Jul,Humber_River,AMP22_0666,River_Chub,Nocomis micropogon,8.7,,155.3,Amanda,2022-09-29,,86.15,,,,,,,,86.15,Amanda
27-Jul,Carroll_Creek,AMP22_0667,Western_Blacknose_Dace,Rhinichthys obtusus,7.5,Probable male (spawning colours),164.4,Amanda,2022-09-29,,65.44,,,,,,,,65.44,Amanda
27-Jul,Carroll_Creek,AMP22_0668,Western_Blacknose_Dace,Rhinichthys obtusus,7.4,,57.22,Amanda,2022-09-29,,46.64,,,,,,,,46.64,Amanda
27-Jul,Carroll_Creek,AMP22_0669,Western_Blacknose_Dace,Rhinichthys obtusus,5.8,,144.3,Amanda,2022-09-29,,47.28,,,,,,,,47.28,Amanda
27-Jul,Carroll_Creek,AMP22_0670,Western_Blacknose_Dace,Rhinichthys obtusus,7.9,,69.66,Amanda,2022-09-29,,70.07,,,,,,,,70.07,Amanda
27-Jul,Carroll_Creek,AMP22_0671,Western_Blacknose_Dace,Rhinichthys obtusus,7,Probable male (spawning colours),56.16,Amanda,2022-09-29,,44.66,,,,,,,,44.66,Amanda
27-Jul,Carroll_Creek,AMP22_0672,Western_Blacknose_Dace,Rhinichthys obtusus,6.2,,123.6,Amanda,2022-09-29,,48.43,,,,,,,,48.43,Amanda
27-Jul,Carroll_Creek,AMP22_0673,Western_Blacknose_Dace,Rhinichthys obtusus,7.8,Probable male (spawning colours),67.63,Amanda,2022-09-29,,53.48,,,,,,,,53.48,Amanda
27-Jul,Carroll_Creek,AMP22_0674,Western_Blacknose_Dace,Rhinichthys obtusus,8.9,,165.8,Amanda,2022-09-29,,51.28,,,,,,,,51.28,Amanda
27-Jul,Carroll_Creek,AMP22_0675,Western_Blacknose_Dace,Rhinichthys obtusus,5.9,,50.16,Amanda,2022-09-29,,46.03,,,,,,,,46.03,Amanda
27-Jul,Carroll_Creek,AMP22_0676,Western_Blacknose_Dace,Rhinichthys obtusus,7.7,,128,Amanda,2022-09-29,,64.23,,,,,,,,64.23,Amanda
27-Jul,Carroll_Creek,AMP22_0677,Western_Blacknose_Dace,Rhinichthys obtusus,7.7,,158.6,Amanda,2022-09-29,,51.75,,,,,,,,51.75,Amanda
27-Jul,Carroll_Creek,AMP22_0678,Western_Blacknose_Dace,Rhinichthys obtusus,6.7,,160.6,Amanda,2022-09-29,,90.16,,,,,,,,90.16,Amanda
27-Jul,Carroll_Creek,AMP22_0679,Hornyhead_Chub,Nocomis biguttatus,8.6,,127.7,Amanda,2022-09-29,,48.11,,,,,,,,48.11,Amanda
27-Jul,Carroll_Creek,AMP22_0680,Creek_Chub,Semotilus atromaculatus,9.8,,157.9,Amanda,2022-09-29,,49.2,,,,,,,,49.2,Amanda
27-Jul,Carroll_Creek,AMP22_0681,Creek_Chub,Semotilus atromaculatus,6.7,,84.96,Amanda,2022-09-29,,38.33,,,,,,,,38.33,Amanda
27-Jul,Carroll_Creek,AMP22_0682,Creek_Chub,Semotilus atromaculatus,8,,204.3,Amanda,2022-09-29,,43.63,,,,,,,,43.63,Amanda
27-Jul,Carroll_Creek,AMP22_0683,Creek_Chub,Semotilus atromaculatus,8.2,In bag (missing tubes),55.1,Amanda,2022-09-29,,53.82,,,,,,,,53.82,Amanda
27-Jul,Carroll_Creek,AMP22_0684,Creek_Chub,Semotilus atromaculatus,7.9,In bag (missing tubes),52.96,Amanda,2022-09-29,,31.17,,,,,,,,31.17,Amanda
27-Jul,Carroll_Creek,AMP22_0685,Creek_Chub,Semotilus atromaculatus,6.9,In bag (missing tubes),107.9,Amanda,2022-09-29,,40.98,,,,,,,,40.98,Amanda
27-Jul,Carroll_Creek,AMP22_0686,Creek_Chub,Semotilus atromaculatus,3.5,In bag (missing tubes),116.3,Amanda,2022-09-29,,38.99,,,,,,,,38.99,Amanda
27-Jul,Carroll_Creek,AMP22_0687,Creek_Chub,Semotilus atromaculatus,3.2,In bag (missing tubes),61.85,Amanda,2022-09-29,,33.11,,,,,,,,33.11,Amanda
27-Jul,Carroll_Creek,AMP22_0688,Creek_Chub,Semotilus atromaculatus,8,,99.3,Amanda,2022-09-29,,37.59,,,,,,,,37.59,Amanda
27-Jul,Carroll_Creek,AMP22_0689,Creek_Chub,Semotilus atromaculatus,6.6,,111,Amanda,2022-09-29,,26.25,,,,,,,,26.25,Amanda
27-Jul,Carroll_Creek,AMP22_0690,Creek_Chub,Semotilus atromaculatus,7.7,,193.1,Amanda,2022-09-29,,108.2,,,,,,,,108.2,Amanda
27-Jul,Carroll_Creek,AMP22_0691,Creek_Chub,Semotilus atromaculatus,7.8,,184.4,Amanda,2022-09-29,,36.1,,,,,,,,36.1,Amanda
27-Jul,Carroll_Creek,AMP22_0692,Central_Stoneroller,Campostoma anomalum,6.3,Died in creek found when pulling traps,166.4,Amanda,2022-09-29,,51.85,,,,,,,,51.85,Amanda
27-Jul,Carroll_Creek,AMP22_0693,Common_Shiner,Luxilus cornutus,4.7,Died in creek found when pulling traps,120,Amanda,2022-09-29,,14.81,14.67,Amanda,,74.35,Amy,2022-12-12,,74.35,Amy
27-Jul,Carroll_Creek,AMP22_0694,Common_Shiner,Luxilus cornutus,5.5,Died in creek found when pulling traps,114.8,Amanda,2022-09-29,,12.73,33.94,Amanda,,,,,,33.94,Amanda
27-Jul,Carroll_Creek,AMP22_0695,Common_Shiner,Luxilus cornutus,5.4,Died in creek found when pulling traps,46.58,Amanda,2022-09-29,,5.64,77.36,Amanda,,,,,,77.36,Amanda
27-Jul,Carroll_Creek,AMP22_0696,Western_Blacknose_Dace,Rhinichthys obtusus,6.2,Died in creek found when pulling traps,91.44,Amanda,2022-09-29,,81.9,,,,,,,,81.9,Amanda
27-Jul,Carroll_Creek,AMP22_0697,Central_Stoneroller,Campostoma anomalum,9.5,Died in creek found when pulling traps,186.9,Amanda,2022-09-29,,119.2,,,,,,,,119.2,Amanda
27-Jul,Carroll_Creek,AMP22_0698,Common_Shiner,Luxilus cornutus,7.4,Died in creek found when pulling traps,26.83,Amanda,2022-09-29,,10.52,74.66,Amanda,,,,,,74.66,Amanda
28-Jul,Irvine_Creek,AMP22_0699,Common_Shiner,Luxilus cornutus,7,,100.7,Amanda,2022-09-29,,58.46,,,,,,,,58.46,Amanda
28-Jul,Irvine_Creek,AMP22_0700,Common_Shiner,Luxilus cornutus,6.5,,33.66,Amanda,2022-09-29,,28.4,,,,,,,,28.4,Amanda
28-Jul,Irvine_Creek,AMP22_0701,Common_Shiner,Luxilus cornutus,8.1,,61.27,Amanda,2022-09-29,,40.59,51.17,Amanda,,,,,,51.17,Amanda
28-Jul,Irvine_Creek,AMP22_0702,Common_Shiner,Luxilus cornutus,6.6,,22.37,Amanda,2022-09-29,,17.23,55.41,Amanda,,,,,,55.41,Amanda
28-Jul,Irvine_Creek,AMP22_0703,Common_Shiner,Luxilus cornutus,6.8,,20.8,Amanda,2022-09-29,,12.18,,,,,,,,12.18,Amanda
28-Jul,Irvine_Creek,AMP22_0704,Common_Shiner,Luxilus cornutus,8.6,,57.89,Amanda,2022-09-29,,23.28,81.63,Amanda,,,,,,81.63,Amanda
28-Jul,Irvine_Creek,AMP22_0705,Common_Shiner,Luxilus cornutus,7.1,,40.31,Amanda,2022-09-29,,5.74,,,,,,,,5.74,Amanda
28-Jul,Irvine_Creek,AMP22_0706,Common_Shiner,Luxilus cornutus,6.9,,135.2,Amanda,2022-09-29,,40.64,,,,,,,,40.64,Amanda
28-Jul,Irvine_Creek,AMP22_0707,Common_Shiner,Luxilus cornutus,7.8,,151.9,Amanda,2022-09-29,,29.77,,,,,,,,29.77,Amanda
28-Jul,Irvine_Creek,AMP22_0708,Common_Shiner,Luxilus cornutus,6.3,,91.12,Amanda,2022-09-29,,19.85,,,,,,,,19.85,Amanda
28-Jul,Irvine_Creek,AMP22_0709,Common_Shiner,Luxilus cornutus,7.6,,92.54,Amanda,2022-09-29,,31.85,,,,,,,,31.85,Amanda
28-Jul,Irvine_Creek,AMP22_0710,Common_Shiner,Luxilus cornutus,7.5,,24.94,Amanda,2022-09-29,,18.01,,,,,,,,18.01,Amanda
28-Jul,Irvine_Creek,AMP22_0711,Common_Shiner,Luxilus cornutus,8.4,,43.04,Amanda,2022-09-29,,40.83,,,,,,,,40.83,Amanda
28-Jul,Irvine_Creek,AMP22_0712,Common_Shiner,Luxilus cornutus,8.4,,114.1,Amanda,2022-09-29,,52.2,,,,,,,,52.2,Amanda
28-Jul,Irvine_Creek,AMP22_0713,Common_Shiner,Luxilus cornutus,8.1,,68.79,Amanda,2022-09-29,,40.32,,,,,,,,40.32,Amanda
28-Jul,Irvine_Creek,AMP22_0714,Common_Shiner,Luxilus cornutus,7,,49.27,Amy,2022-09-30,,58.85,,,,,,,,58.85,Amy
28-Jul,Irvine_Creek,AMP22_0715,Common_Shiner,Luxilus cornutus,6.7,,31.76,Amy,2022-09-30,,34.61,,,,,,,,34.61,Amy
28-Jul,Irvine_Creek,AMP22_0716,Common_Shiner,Luxilus cornutus,6.9,,19.23,Amy,2022-09-30,,21.9,,,,,,,,21.9,Amy
28-Jul,Irvine_Creek,AMP22_0717,Common_Shiner,Luxilus cornutus,7.3,,34.56,Amy,2022-09-30,,34.4,,,,,,,,34.4,Amy
28-Jul,Irvine_Creek,AMP22_0718,Common_Shiner,Luxilus cornutus,9.6,,42.45,Amy,2022-09-30,,42.17,,,,,,,,42.17,Amy
28-Jul,Irvine_Creek,AMP22_0719,Common_Shiner,Luxilus cornutus,8.5,,49.86,Amy,2022-09-30,,56.81,,,,,,,,56.81,Amy
28-Jul,Irvine_Creek,AMP22_0720,Common_Shiner,Luxilus cornutus,6.8,,42.74,Amy,2022-09-30,,46.58,,,,,,,,46.58,Amy
28-Jul,Irvine_Creek,AMP22_0721,Common_Shiner,Luxilus cornutus,9.5,,48.82,Amy,2022-09-30,,53.13,,,,,,,,53.13,Amy
28-Jul,Irvine_Creek,AMP22_0722,Common_Shiner,Luxilus cornutus,8.9,,40.3,Amy,2022-09-30,,42.14,,,,,,,,42.14,Amy
28-Jul,Irvine_Creek,AMP22_0723,Common_Shiner,Luxilus cornutus,7.6,,36.5,Amy,2022-09-30,,39.38,,,,,,,,39.38,Amy
28-Jul,Irvine_Creek,AMP22_0724,Common_Shiner,Luxilus cornutus,7.1,,29.39,Amy,2022-09-30,,32.19,,,,,,,,32.19,Amy
28-Jul,Irvine_Creek,AMP22_0725,Common_Shiner,Luxilus cornutus,10.4,,51.95,Amy,2022-09-30,,55.15,,,,,,,,55.15,Amy
28-Jul,Irvine_Creek,AMP22_0726,Common_Shiner,Luxilus cornutus,9,,39.52,Amy,2022-09-30,,40.24,,,,,,,,40.24,Amy
28-Jul,Irvine_Creek,AMP22_0727,Common_Shiner,Luxilus cornutus,9.5,,47.94,Amy,2022-09-30,,49.69,,,,,,,,49.69,Amy
28-Jul,Irvine_Creek,AMP22_0728,Common_Shiner,Luxilus cornutus,6.2,,11.28,Amy,2022-09-30,,13.08,,,,52.82,Amy,2022-12-12,,52.82,Amy
28-Jul,Irvine_Creek,AMP22_0729,Common_Shiner,Luxilus cornutus,10.3,Possible hybrid,62.65,Amy,2022-09-30,,62.61,,,,,,,,62.61,Amy
28-Jul,Irvine_Creek,AMP22_0730,Common_Shiner,Luxilus cornutus,6.6,Found dead in trap,15.92,Amy,2022-09-30,,15.73,,,,43.63,Amy,2022-12-12,,43.63,Amy
28-Jul,Irvine_Creek,AMP22_0731,Common_Shiner,Luxilus cornutus,4.7,Found dead in trap,10.96,Amy,2022-09-30,,14.35,,,,33.07,Amy,2022-12-12,,33.07,Amy
28-Jul,Irvine_Creek,AMP22_0732,Western_Blacknose_Dace,Rhinichthys obtusus,6.8,,103.2,Amy,2022-09-30,,104.3,,,,,,,,104.3,Amy
28-Jul,Irvine_Creek,AMP22_0733,Western_Blacknose_Dace,Rhinichthys obtusus,6.8,,59.72,Amy,2022-09-30,,62.33,,,,,,,,62.33,Amy
28-Jul,Irvine_Creek,AMP22_0734,Hornyhead_Chub,Nocomis biguttatus,5.1,,38.36,Amy,2022-09-30,,37.94,,,,,,,,37.94,Amy
28-Jul,Irvine_Creek,AMP22_0735,Hornyhead_Chub,Nocomis biguttatus,5.3,,48.27,Amy,2022-09-30,,51.59,,,,,,,,51.59,Amy
28-Jul,Irvine_Creek,AMP22_0736,River_Chub,Nocomis micropogon,7.7,,91.45,Amy,2022-09-30,,52.83,,,,,,,,52.83,Amy
28-Jul,Irvine_Creek,AMP22_0737,Hornyhead_Chub,Nocomis biguttatus,8.2,,53.24,Amy,2022-09-30,,56.22,,,,,,,,56.22,Amy
28-Jul,Irvine_Creek,AMP22_0738,Hornyhead_Chub,Nocomis biguttatus,8.5,,,Amy,2022-09-30,,59.39,,,,,,,,59.39,Amy
28-Jul,Irvine_Creek,AMP22_0739,Hornyhead_Chub,Nocomis biguttatus,6.2,,,Amy,2022-09-30,,67.09,,,,,,,,67.09,Amy
28-Jul,Irvine_Creek,AMP22_0740,Hornyhead_Chub,Nocomis biguttatus,4.7,,,Amy,2022-09-30,,40.38,,,,,,,,40.38,Amy
28-Jul,Irvine_Creek,AMP22_0741,Hornyhead_Chub,Nocomis biguttatus,4.2,,,Amy,2022-09-30,,37.89,,,,,,,,37.89,Amy
28-Jul,Irvine_Creek,AMP22_0742,Western_Blacknose_Dace,Rhinichthys obtusus,6.3,,,Amy,2022-09-30,,50.91,,,,,,,,50.91,Amy
28-Jul,Irvine_Creek,AMP22_0743,Hornyhead_Chub,Nocomis biguttatus,7.1,,,Amy,2022-09-30,,20.53,,,,,,,,20.53,Amy
28-Jul,Irvine_Creek,AMP22_0744,Western_Blacknose_Dace,Rhinichthys obtusus,7.6,,,Amy,2022-09-30,,42.4,,,,,,,,42.4,Amy
28-Jul,Irvine_Creek,AMP22_0745,Hornyhead_Chub,Nocomis biguttatus,7,,,Amy,2022-09-30,,32.1,,,,,,,,32.1,Amy
28-Jul,Irvine_Creek,AMP22_0746,Hornyhead_Chub,Nocomis biguttatus,5.8,,,Amy,2022-09-30,,33.15,,,,102,Amy,2022-12-12,,102,Amy
28-Jul,Irvine_Creek,AMP22_0747,Hornyhead_Chub,Nocomis biguttatus,6.2,,,Amy,2022-09-30,,36.61,,,,,,,,36.61,Amy
28-Jul,Irvine_Creek,AMP22_0748,Western_Blacknose_Dace,Rhinichthys obtusus,7.3,Probable male (spawning colours),,Amy,2022-09-30,,35.26,,,,,,,,35.26,Amy
28-Jul,Irvine_Creek,AMP22_0749,Hornyhead_Chub,Nocomis biguttatus,6.2,,,Amy,2022-09-30,,26.19,,,,,,,,26.19,Amy
28-Jul,Irvine_Creek,AMP22_0750,Hornyhead_Chub,Nocomis biguttatus,9.2,,,Amy,2022-09-30,,72.04,,,,,,,,72.04,Amy
28-Jul,Irvine_Creek,AMP22_0751,Western_Blacknose_Dace,Rhinichthys obtusus,6.3,,,Amy,2022-09-30,,56.3,,,,,,,,56.3,Amy
28-Jul,Irvine_Creek,AMP22_0752,Hornyhead_Chub,Nocomis biguttatus,7.7,,,Amy,2022-09-30,,36.13,,,,,,,,36.13,Amy
28-Jul,Irvine_Creek,AMP22_0753,River_Chub,Nocomis micropogon,8.4,,,Amy,2022-09-30,,62.91,,,,,,,,62.91,Amy
28-Jul,Irvine_Creek,AMP22_0754,Hornyhead_Chub,Nocomis biguttatus,6.5,,,Amy,2022-09-30,,60.8,,,,,,,,60.8,Amy
28-Jul,Irvine_Creek,AMP22_0755,Creek_Chub,Semotilus atromaculatus,11.8,Big!,,Amy,2022-09-30,,58.35,,,,,,,,58.35,Amy
28-Jul,Irvine_Creek,AMP22_0756,Western_Blacknose_Dace,Rhinichthys obtusus,5.9,,,Amy,2022-09-30,,43.6,,,,62.02,Amy,2022-12-12,,62.02,Amy
28-Jul,Irvine_Creek,AMP22_0757,Western_Blacknose_Dace,Rhinichthys obtusus,7.6,,,Amy,2022-09-30,,44.05,,,,,,,,44.05,Amy
28-Jul,Irvine_Creek,AMP22_0758,River_Chub,Nocomis micropogon,7.8,,,Amy,2022-09-30,,41.65,,,,,,,,41.65,Amy
28-Jul,Irvine_Creek,AMP22_0759,River_Chub,Nocomis micropogon,8.4,,,Amy,2022-09-30,,45.31,,,,,,,,45.31,Amy
28-Jul,Irvine_Creek,AMP22_0760,River_Chub,Nocomis micropogon,12.3,In bag,,Amy,2022-09-30,,44.49,,,,,,,,44.49,Amy
28-Jul,Irvine_Creek,AMP22_0761,Hornyhead_Chub,Nocomis biguttatus,7.4,,,Amy,2022-09-30,,32.26,,,,,,,,32.26,Amy
28-Jul,Irvine_Creek,AMP22_0762,River_Chub,Nocomis micropogon,11.8,,45.58,Amanda,2022-10-03,,60.95,,,,,,,,60.95,Amanda
28-Jul,Irvine_Creek,AMP22_0763,Hornyhead_Chub,Nocomis biguttatus,8.8,,121.5,Amanda,2022-10-03,,19.52,,,,,,,,19.52,Amanda
28-Jul,Irvine_Creek,AMP22_0764,River_Chub,Nocomis micropogon,7.8,,149.2,Amanda,2022-10-03,,23.19,,,,,,,,23.19,Amanda
28-Jul,Irvine_Creek,AMP22_0765,Longnose_Dace,Rhinichthys cataractae,8.7,,138.5,Amanda,2022-10-03,,41.89,,,,,,,,41.89,Amanda
28-Jul,Irvine_Creek,AMP22_0766,River_Chub,Nocomis micropogon,10,,130.6,Amanda,2022-10-03,,26.29,,,,,,,,26.29,Amanda
28-Jul,Irvine_Creek,AMP22_0767,River_Chub,Nocomis micropogon,7.8,,104.3,Amanda,2022-10-03,,27.82,,,,,,,,27.82,Amanda
28-Jul,Irvine_Creek,AMP22_0768,Longnose_Dace,Rhinichthys cataractae,9,,102.9,Amanda,2022-10-03,,19.72,,,,,,,,19.72,Amanda
